The lowest temperature ever measured is -37.8 ° C on January 15, 1957.	La temperatura más baxo enxamás midida ye de -37,8 °C el 15 de xineru de 1957.
Other sports events in Beirut include the annual Beirut Marathon, Hip ball, a weekly horse racing at Beirut Hippodrome, and golf and tennis tournaments that take place at Golf Club of Lebanon.	Otros eventos deportivos en Beirut inclúin al Maratón de Beirut, celebráu añalmente dende 2003, carreres de caballos selmanales nel Hipódromu de Beirut, y torneos de golf y tenis que se lleven a cabu nel Club de Golf de El Líbanu.
Popularly known...	Popularmente conocíu ...
Burundi belongs to the smallest countries in Africa.	Burundi ye ún de los países más pequeños d'África.
* 1989: Seagate Technology bought Control Data's high-end disk business, as part of CDC's exit from hardware manufacturing.	1989: Seagate mercó'l negociu de discos d'alta calidá de Control Data, como parte del abandonu de Control Data na creación de hardware.
He is a member of the Spanish Royal Society of Chemistry Specialized Group in Crystallography and Crystal Growth (outgoing president) and of the British Crystallographic Association.	Miembru de la Real Sociedá Española de Química, Grupu Especializáu de Cristalografía y Crecimientu Cristalinu (Presidente Saliente) y de la British Crystallographic Association.
The following year he studied the work of Velázquez and others in the Museo del Prado.	Al añu siguiente, estudió la obra de Velázquez y otros autores nel Muséu del Prado.
Bases were also established in Indiana, Virginia and Tianjin.	Tamién se crearon bases n'Indiana, Virginia y Tianjin.
May 18 is also the international day of museums.	El 18 de mayu celébrase'l Día Internacional de los Museos.
Phoronix Test Suite	Conxuntu de pruebes Phoronix
When David was leaving a theater, a carriage struck him, and he later died, on 29 December 1825.	Cuando David salía del teatru, foi cutíu por un carruaje y morrió más tarde de deformaciones nel corazón, el 29 d'avientu de 1825.
The role of Fangora in Dummy, allowed Jovovich to act in film with Oscar-winning Adrien Brody, who was a friend prior to filming.	El papel de Fangora en Dummy, dexó a Jovovich actuar nel cine col ganador del Óscar, Adrien Brody, que yera'l so amigu enantes de la filmación.
He worked for a number of renowned directors later in his career, most notably Alfred Hitchcock, John Ford, Billy Wilder, Frank Capra and Anthony Mann.	Trabayó pa numberosos direutores reconocíos darréu nes sos carreres, como Alfred Hitchcock, John Ford, Billy Wilder, Frank Capra y Anthony Mann.
Since 1845, it has also been taught in the University of Saint Petersburg in Russia.	Dende 1845 pue estudiase na Universidá de San Petersburgu, Rusia.
The night (1956-1958) was the title that most fame gave Wiesel.	La nueche (1956-1958), foi'l títulu que más fama -y dio a Wiesel.
New Caledonia lies astride the Tropic of Capricorn , between 19° and 23° south latitude.	Nueva Caledonia alcontrar nel trópicu de Capricornio, ente los 19º y 23º de llatitú sur.
During the Philippine–American War, Twain wrote a short pacifist story titled The War Prayer, which makes the point that humanism and Christianity's preaching of love are incompatible with the conduct of war.	En 1905, arriendes de la guerra filipín-estaunidense, Twain escribió un relatu curtiu pacifista tituláu Oración de guerra (The War Prayer), nel qu'argumenta que l'humanismu y la predicación del amor per parte del cristianismu son incompatibles cola guerra.
It stood as the world's tallest building for more than forty years, from its completion in 1931, until the World Trade Center's North Tower was completed in 1972.	Foi l'edificiu más altu del mundu demientres cuarenta años, dende qu'acabó la so construcción en 1931 hasta qu'acabaron les obres de la torre norte del World Trade Center en 1971.
“This is what I’ve got to tell you.	"Esto ye lo que tenía que te decir.
This is the 2nd part.	Esta ye la segunda parte.
London is a Canadian city located in Southwestern Ontario.	London ye una ciudá canadiense al suroeste d'Ontario.
At the age of 20 Enzo finished his service in the army, but he found a post-war Italy totally in crisis.	A los 20 años Enzo terminó'l so serviciu nel exércitu, pero atopar con una Italia de postguerra totalmente en crisis.
I want to feel protected.	Yo quería sentime protexíu.
According to Gilberto Carvalho, the President's private secretary, Rousseff caught the attention of Lula for her courage to face difficult situations and for her technical skills.	Gilberto Carvalho, secretariu priváu del presidente, dixo que Dilma llamó l'atención de Lula pol so coraxe pa encarar situaciones difíciles y pola so capacidá técnica.
On January 14, 2004, ten days after the landing of Spirit, President George W. Bush announced a new plan for NASA's future, dubbed the Vision for Space Exploration.	El 14 de xineru de 2004, diez díes dempués del aterrizaxe de Spirit , el Presidente George W. Bush anunció'l futuru de la esploración espacial.
It is found in the Mediterranean, the Black Sea and in the Atlantic from south of the British Isles to Senegal.	Atópase en tol Mediterraneu, sacante nel mar Negru y nel Atlánticu Oriental, dende les Islles britániques hasta Senegal.
United Nations Children's Fund (UNICEF) was created by the United Nations General Assembly in 1946 to meet the emergency needs of children in the aftermath of World War II in Europe.	El Fondu de Naciones Xuníes pa la Infancia (o UNICEF) foi creáu pola Asamblea Xeneral de les Naciones Xuníes en 1946 p'aidar a los neños d'Europa depués de la Segunda Guerra Mundial.
The University of Oviedo has participated in this research, which can be applied to the field of clinical analysis, food security and environmental control.	La Universidá d'Uviéu participó nesta investigación, que tien aplicaciones nel campu del analís clínicu, la seguridá alimentaria y el control medioambiental.
Adams and Clay set up a new party, the National Republican Party, but it never took root in the states.	Adams y Clay fundaron un nuevu partíu, el Partíu Nacional-Republicanu, que nun llegó a tener enforma ésitu.
Commission Regulation (EC) No 640/2008 of 4 July 2008 amending Regulation (EEC) No 2568/91 on the characteristics of olive oil and olive-residue oil and on the relevant methods of analysis	↑ Reglamentu (CE) Non 640/2008 de la Comisión de 4 de xunetu de 2008 que modifica'l Reglamentu (CE) non 2568/91 relativu a les característiques de los aceites d'oliva y de los aceites d'oruxu d'oliva y sobre los sos métodos d'analises
Where European regulations and European decisions do not specify to whom they are addressed, they shall be published in the Official Journal of the European Union and shall enter into force on the date specified in them or, in the absence of such a stated date, on the twentieth day following their publication.	Los reglamentos europeos, y les decisiones europees que nun indiquen destinatariu, han espublizase nel Diariu Oficial de la Unión Europea y entren en vigor na fecha qu’ellos mesmos fixen o, nel so defectu, a los venti díes del so asoleyamientu.
This marked the first time since the fall of the Siad Barre regime in 1991 that the federal government controlled most of the country.[14]	Foi la primer vegada dende la cayida del réxime de Barre en 1991 que'l gobiernu federal controlaba la mayoría del país.[47]
At the age of 17 she moved to Los Angeles.	A los 17 años treslladóse a vivir a Los Angeles.
the European Economic Community	la na Comunidá Económica Europea
The Russian language is dominant in Donbass.	L'idioma rusu predomina na rexón de Donbas.
"Just like the poster for FICX, it is based on a film by Kubrick, in this case A Clockwork Orange.	“Igual que’l cartel del FICX, ésti ta basáu nuna película de Kubrick, nesti casu La naranja mecánica.
Paul Karl Feyerabend (January 13, 1924 - February 11, 1994) was an Austrian-born philosopher of science, who later lived in England, the United States and New Zealand.	Paul Karl Feyerabend (13 de xineru de 1924 - 11 de febreru de 1994) foi un filósofu de la ciencia austriacu que más alantre vivió n'Inglaterra, Estaos Uníos y Nueva Zelanda.
On May 30, 2002, a ceremony was held to officially mark the end of the cleanup efforts.[134] In 2002, ground was broken on construction of a new 7WTC building located just to the north of the main World Trade Center site.	El 30 de mayu de 2002, llevar a cabu una ceremonia pa marcar oficialmente'l final de los esfuerzos de llimpieza.[145] Nel 2002, empecipióse la construcción pa un nuevu edificiu World Trade Center 7, allugáu xusto al norte del sitiu principal del World Trade Center.
Cobain had a younger sister, Kimberly, who was born on April 24, 1970.	Tamién tenía una hermana menor, Kimberly, nacida'l 24 d'abril de 1970.
"Musical prodigies [...] are probably no longer so rare; but what this little man can do in extemporizing and playing at sight borders the miraculous, and I could not have believed it possible at so early an age."	«Les maravíes musicales [...] son probablemente bien raros pero lo qu'esti pequeñu home puede faer improvisando y tocando a la primer vista ta cercanu al milagru y nun podía creer qu'esto fuera posible a tan curtia edá».
Nicknames for Prague have included "the mother of cities" (Praga mater urbium, or "Praha matka měst" in Czech)", "city of a hundred spires" and "the golden city. --Wikipedia.	Ente los alcuños de Praga tan "la madre de les ciudaes (Praga mater urbium, o "Praha matka měst" en checho)", "la ciudá de les cien aguyes" y "la ciudá dorada".
This is called the "Reaction of the International Community".	Eso llámase “reacción de la comunidá internacional”.
As Pascal said, “the heart has its reasons that reason knows not of.”	Dicía Pascal que'l corazón tien razones que la razón desconoz.
From 1511 onwards, however, power was held by the ecclesiastic Thomas Wolsey.	A partir de 1511, sicasí, el poder real foi ostentáu pol cardenal Thomas Wolsey.
RedIRIS is the Spanish academic and research network that provides advanced communication services to the scientific community and national universities.	RedIRIS ye la rede académica y d'investigación española y apurre servicios avanzaos de comunicaciones a la comunidá científica y universitaria nacional.
- William Faulkner's Absalom, Absalom! (1936) refers to the story of Absalom, David's son; his rebellion against his father and his death at the hands of David's general, Joab.	"Absalom, Absalom!" de William Faulkner retrata la rebelión del fíu de David, Absalón, y la so muerte a manos de Joab.
